order_id,vendor,vehicle_type,origin_city,destination_city,shipment_date,planned_delivery,actual_delivery,distance_km,weather_condition,traffic_condition,vendor_delay_score,hour_of_day,day_of_week,holiday_flag,pickup_delay_minutes,driver_rating,vehicle_age_years,order_weight_kg,num_packages,order_priority,road_type,is_delayed
ORD_100060,BlueDart,Tempo,Kolkata,Pune,2025-06-26 11:48:25,2025-06-27 01:48:25,2025-06-27 01:48:25,476,Clear,Moderate,0.23,11,3,0,0,4.6,5,25.87,2,Standard,Highway,0
ORD_100061,BlueDart,Bike,Delhi,Bangalore,2025-06-29 09:48:25,2025-06-29 13:48:25,2025-06-29 15:48:25,167,Storm,Heavy,0.19,9,6,0,5,2.8,1,25.97,4,Standard,Urban,0
ORD_100062,Shadowfax,Bike,Hyderabad,Pune,2025-06-26 03:48:25,2025-06-27 18:48:25,2025-06-27 18:48:25,1470,Storm,Light,0.53,3,3,0,0,4.0,0,41.79,10,Standard,Highway,0
ORD_100063,Shadowfax,Tempo,Chennai,Delhi,2025-06-12 17:48:25,2025-06-13 15:48:25,2025-06-13 19:48:25,1232,Rain,Heavy,0.46,17,3,0,15,4.5,3,40.87,7,Standard,Urban,0
ORD_100064,Shadowfax,Van,Bangalore,Delhi,2025-06-27 12:48:25,2025-06-27 20:48:25,2025-06-27 22:48:25,409,Rain,Heavy,0.55,12,4,0,10,3.7,9,11.47,1,Standard,Highway,0
ORD_100065,Shadowfax,Bike,Hyderabad,Bangalore,2025-06-12 07:48:25,2025-06-13 18:48:25,2025-06-13 18:48:25,1430,Storm,Moderate,0.55,7,3,0,10,3.7,7,16.57,2,Standard,Urban,0
ORD_100066,EcomExpress,Bike,Hyderabad,Pune,2025-06-13 01:48:25,2025-06-13 08:48:25,2025-06-13 12:48:25,222,Rain,Moderate,0.51,1,4,0,0,4.5,2,49.93,3,Standard,Highway,0
ORD_100067,Delhivery,Mini Truck,Chennai,Hyderabad,2025-06-15 10:48:25,2025-06-16 01:48:25,2025-06-16 03:48:25,728,Rain,Moderate,0.39,10,6,0,0,3.2,5,37.59,4,Standard,Highway,0
ORD_100068,Shadowfax,Tempo,Pune,Delhi,2025-06-16 19:48:25,2025-06-17 17:48:25,2025-06-17 21:48:25,1206,Fog,Heavy,0.09,19,0,0,0,5.0,10,2.24,5,Standard,Urban,0
ORD_100069,EcomExpress,Van,Chennai,Kolkata,2025-06-22 05:48:25,2025-06-22 07:48:25,2025-06-22 11:48:25,125,Storm,Light,0.17,5,6,0,5,4.2,4,23.38,1,Standard,Urban,0
ORD_100070,BlueDart,Mini Truck,Hyderabad,Chennai,2025-06-23 09:48:25,2025-06-23 23:48:25,2025-06-24 01:48:25,817,Clear,Moderate,0.59,9,0,0,5,4.9,6,9.21,6,Express,Rural,0
ORD_100071,Delhivery,Bike,Hyderabad,Bangalore,2025-06-22 02:48:25,2025-06-23 18:48:25,2025-06-23 22:48:25,1462,Storm,Moderate,0.37,2,6,0,0,3.5,2,47.82,9,Express,Highway,0
ORD_100072,Shadowfax,Bike,Hyderabad,Chennai,2025-06-28 04:48:25,2025-06-28 04:48:25,2025-06-28 04:48:25,25,Fog,Heavy,0.08,4,5,0,0,3.3,0,8.26,1,Standard,Urban,0
ORD_100073,Delhivery,Tempo,Hyderabad,Chennai,2025-06-21 02:48:25,2025-06-21 22:48:25,2025-06-21 22:48:25,925,Storm,Moderate,0.46,2,5,0,0,4.4,10,8.81,6,Standard,Highway,0
ORD_100074,Delhivery,Van,Delhi,Pune,2025-07-01 23:48:25,2025-07-02 11:48:25,2025-07-02 13:48:25,720,Fog,Light,0.57,23,1,0,0,3.6,2,48.62,1,Standard,Urban,0
ORD_100075,Delhivery,Van,Pune,Hyderabad,2025-07-03 03:48:25,2025-07-04 23:48:25,2025-07-04 23:48:25,1477,Rain,Moderate,0.58,3,3,0,0,3.1,2,41.82,8,Standard,Highway,0
ORD_100076,XpressBees,Mini Truck,Mumbai,Kolkata,2025-06-13 19:48:25,2025-06-14 13:48:25,2025-06-14 21:48:25,582,Clear,Light,0.47,19,4,0,0,2.9,8,19.04,5,Standard,Rural,1
ORD_100077,EcomExpress,Mini Truck,Kolkata,Hyderabad,2025-06-26 20:48:25,2025-06-26 23:48:25,2025-06-27 23:48:25,146,Fog,Heavy,0.52,20,3,0,0,4.4,3,4.74,1,Standard,Urban,1
ORD_100078,Delhivery,Mini Truck,Bangalore,Pune,2025-06-13 08:48:25,2025-06-13 18:48:25,2025-06-13 18:48:25,387,Storm,Light,0.55,8,4,0,0,4.9,3,27.91,1,Express,Urban,0
ORD_100079,XpressBees,Mini Truck,Pune,Delhi,2025-06-29 06:48:25,2025-06-29 11:48:25,2025-06-29 15:48:25,298,Fog,Moderate,0.19,6,6,0,15,3.0,10,45.69,10,Express,Rural,0
ORD_100080,Shadowfax,Bike,Chennai,Delhi,2025-07-03 01:48:25,2025-07-03 19:48:25,2025-07-03 19:48:25,608,Storm,Moderate,0.25,1,3,0,0,3.2,7,9.84,7,Standard,Highway,0
ORD_100081,XpressBees,Van,Kolkata,Delhi,2025-06-14 07:48:25,2025-06-14 09:48:25,2025-06-14 21:48:25,108,Rain,Heavy,0.25,7,5,0,0,2.8,1,28.96,6,Express,Highway,1
ORD_100082,BlueDart,Mini Truck,Bangalore,Hyderabad,2025-06-13 04:48:25,2025-06-13 06:48:25,2025-06-13 08:48:25,102,Storm,Heavy,0.17,4,4,0,0,4.7,5,6.8,9,Standard,Highway,0
ORD_100083,EcomExpress,Bike,Bangalore,Delhi,2025-07-03 23:48:25,2025-07-04 15:48:25,2025-07-04 15:48:25,931,Storm,Light,0.51,23,3,0,0,2.6,4,9.33,1,Standard,Rural,0
ORD_100084,XpressBees,Bike,Mumbai,Delhi,2025-07-02 07:48:25,2025-07-02 13:48:25,2025-07-02 13:48:25,349,Clear,Light,0.3,7,2,0,10,3.8,9,22.84,1,Standard,Highway,0
ORD_100085,XpressBees,Van,Pune,Delhi,2025-06-20 16:48:25,2025-06-21 12:48:25,2025-06-22 00:48:25,1084,Storm,Heavy,0.34,16,4,0,10,2.7,8,22.44,6,Express,Highway,1
ORD_100086,Delhivery,Tempo,Bangalore,Pune,2025-07-05 13:48:25,2025-07-06 03:48:25,2025-07-06 03:48:25,850,Fog,Light,0.28,13,5,0,0,3.3,0,39.76,5,Standard,Highway,0
ORD_100087,EcomExpress,Mini Truck,Hyderabad,Mumbai,2025-06-17 14:48:25,2025-06-18 22:48:25,2025-06-19 02:48:25,1392,Storm,Moderate,0.42,14,1,0,0,4.9,3,4.59,8,Standard,Highway,0
ORD_100088,BlueDart,Tempo,Delhi,Hyderabad,2025-06-29 03:48:25,2025-06-30 04:48:25,2025-06-30 06:48:25,1397,Fog,Light,0.5,3,6,0,0,3.7,7,28.93,1,Standard,Urban,0
ORD_100089,EcomExpress,Van,Bangalore,Chennai,2025-06-23 22:48:25,2025-06-25 13:48:25,2025-06-25 13:48:25,1254,Fog,Moderate,0.09,22,0,0,10,4.7,5,2.97,1,Standard,Highway,0
ORD_100090,Delhivery,Tempo,Delhi,Kolkata,2025-07-02 08:48:25,2025-07-02 15:48:25,2025-07-02 15:48:25,246,Storm,Heavy,0.28,8,2,0,5,3.5,6,48.84,6,Standard,Urban,0
ORD_100091,XpressBees,Tempo,Kolkata,Pune,2025-06-11 13:48:25,2025-06-12 10:48:25,2025-06-12 10:48:25,1191,Clear,Heavy,0.23,13,2,0,0,2.8,9,30.5,10,Standard,Highway,0
ORD_100092,Delhivery,Tempo,Delhi,Bangalore,2025-06-17 08:48:25,2025-06-18 07:48:25,2025-06-18 07:48:25,1396,Fog,Moderate,0.35,8,1,0,0,4.1,7,2.65,10,Express,Highway,0
ORD_100093,XpressBees,Van,Delhi,Kolkata,2025-07-09 12:48:25,2025-07-10 05:48:25,2025-07-10 05:48:25,775,Rain,Moderate,0.41,12,2,0,5,4.1,4,7.72,7,Standard,Highway,0
ORD_100094,Shadowfax,Tempo,Mumbai,Pune,2025-06-21 22:48:25,2025-06-23 03:48:25,2025-06-23 15:48:25,1137,Rain,Moderate,0.09,22,5,0,10,4.3,9,13.49,6,Standard,Highway,1
ORD_100095,Delhivery,Mini Truck,Chennai,Pune,2025-07-11 02:48:25,2025-07-11 05:48:25,2025-07-11 05:48:25,116,Clear,Moderate,0.22,2,4,0,0,4.8,6,42.88,10,Express,Highway,0
ORD_100096,XpressBees,Mini Truck,Chennai,Delhi,2025-06-20 03:48:25,2025-06-20 04:48:25,2025-06-20 16:48:25,56,Clear,Moderate,0.27,3,4,0,0,4.2,8,15.44,3,Standard,Rural,1
ORD_100097,BlueDart,Mini Truck,Hyderabad,Bangalore,2025-06-19 03:48:25,2025-06-19 20:48:25,2025-06-20 04:48:25,749,Fog,Light,0.58,3,3,0,0,4.4,4,13.01,4,Standard,Urban,1
ORD_100098,Shadowfax,Mini Truck,Bangalore,Hyderabad,2025-06-26 23:48:25,2025-06-27 06:48:25,2025-06-27 08:48:25,405,Fog,Moderate,0.39,23,3,0,0,2.6,7,7.65,7,Standard,Urban,0
ORD_100099,EcomExpress,Tempo,Delhi,Bangalore,2025-07-05 03:48:25,2025-07-05 22:48:25,2025-07-06 00:48:25,1084,Clear,Moderate,0.31,3,5,0,0,4.0,1,25.98,8,Standard,Rural,0
ORD_100100,BlueDart,Bike,Kolkata,Bangalore,2025-07-06 09:48:25,2025-07-07 08:48:25,2025-07-07 08:48:25,706,Storm,Light,0.43,9,6,0,0,3.5,6,8.83,6,Express,Urban,0
ORD_100101,Delhivery,Tempo,Hyderabad,Kolkata,2025-07-09 15:48:25,2025-07-09 17:48:25,2025-07-09 17:48:25,100,Fog,Light,0.28,15,2,0,0,3.3,5,44.27,7,Standard,Highway,0
ORD_100102,Delhivery,Bike,Kolkata,Hyderabad,2025-07-04 12:48:25,2025-07-05 11:48:25,2025-07-05 11:48:25,725,Clear,Moderate,0.39,12,4,0,10,4.7,10,36.77,7,Standard,Rural,0
ORD_100103,XpressBees,Bike,Chennai,Mumbai,2025-06-25 03:48:25,2025-06-25 03:48:25,2025-06-25 03:48:25,12,Clear,Moderate,0.44,3,2,0,0,4.9,8,24.81,10,Express,Urban,0
ORD_100104,Shadowfax,Bike,Chennai,Delhi,2025-06-20 03:48:25,2025-06-20 03:48:25,2025-06-20 07:48:25,11,Clear,Moderate,0.37,3,4,0,0,3.4,1,28.15,6,Express,Rural,0
ORD_100105,XpressBees,Mini Truck,Bangalore,Delhi,2025-07-02 10:48:25,2025-07-03 23:48:25,2025-07-03 23:48:25,1148,Fog,Light,0.11,10,2,0,0,3.9,9,34.0,7,Standard,Urban,0
ORD_100106,BlueDart,Mini Truck,Bangalore,Mumbai,2025-06-28 01:48:25,2025-06-28 13:48:25,2025-06-28 13:48:25,438,Storm,Moderate,0.23,1,5,0,0,3.7,0,28.12,4,Express,Highway,0
ORD_100107,BlueDart,Tempo,Delhi,Bangalore,2025-06-25 15:48:25,2025-06-25 22:48:25,2025-06-26 00:48:25,353,Clear,Moderate,0.08,15,2,0,15,4.6,4,8.35,3,Standard,Urban,0
ORD_100108,Shadowfax,Van,Delhi,Pune,2025-06-17 01:48:25,2025-06-17 12:48:25,2025-06-17 12:48:25,580,Rain,Light,0.16,1,1,0,0,4.9,4,28.12,8,Standard,Rural,0
ORD_100109,Shadowfax,Mini Truck,Hyderabad,Bangalore,2025-06-22 10:48:25,2025-06-23 01:48:25,2025-06-23 01:48:25,722,Storm,Light,0.22,10,6,0,0,4.9,6,44.57,9,Express,Highway,0
ORD_100110,Shadowfax,Van,Pune,Bangalore,2025-06-26 05:48:25,2025-06-26 20:48:25,2025-06-27 20:48:25,868,Fog,Light,0.22,5,3,0,0,3.4,7,16.53,7,Standard,Urban,1
ORD_100111,EcomExpress,Tempo,Chennai,Bangalore,2025-07-07 00:48:25,2025-07-07 20:48:25,2025-07-08 04:48:25,1212,Fog,Heavy,0.34,0,0,0,5,4.3,8,25.19,4,Standard,Urban,1
ORD_100112,Delhivery,Bike,Bangalore,Hyderabad,2025-06-14 02:48:25,2025-06-15 11:48:25,2025-06-15 19:48:25,1127,Storm,Moderate,0.18,2,5,0,10,4.3,9,11.51,9,Standard,Highway,1
ORD_100113,XpressBees,Mini Truck,Delhi,Hyderabad,2025-07-08 17:48:25,2025-07-09 17:48:25,2025-07-09 21:48:25,1419,Rain,Moderate,0.56,17,1,0,0,3.6,4,40.83,6,Standard,Urban,0
ORD_100114,Shadowfax,Tempo,Delhi,Pune,2025-06-22 19:48:25,2025-06-23 00:48:25,2025-06-23 02:48:25,222,Fog,Moderate,0.41,19,6,0,0,3.1,8,28.19,2,Express,Rural,0
ORD_100115,BlueDart,Tempo,Kolkata,Pune,2025-06-16 12:48:25,2025-06-17 12:48:25,2025-06-17 20:48:25,1419,Storm,Moderate,0.23,12,0,0,0,2.7,3,11.93,9,Standard,Highway,1
ORD_100116,Delhivery,Van,Delhi,Kolkata,2025-06-24 15:48:25,2025-06-25 05:48:25,2025-06-25 09:48:25,487,Fog,Heavy,0.42,15,1,0,0,3.8,10,1.19,5,Standard,Urban,0
ORD_100117,XpressBees,Van,Bangalore,Hyderabad,2025-07-06 19:48:25,2025-07-07 20:48:25,2025-07-07 22:48:25,1449,Rain,Moderate,0.35,19,6,0,0,3.6,0,14.89,1,Express,Highway,0
ORD_100118,EcomExpress,Mini Truck,Hyderabad,Mumbai,2025-06-11 15:48:25,2025-06-11 20:48:25,2025-06-12 08:48:25,271,Fog,Heavy,0.32,15,2,0,0,4.0,3,32.9,1,Standard,Urban,1
ORD_100119,Delhivery,Tempo,Chennai,Mumbai,2025-07-02 08:48:25,2025-07-03 10:48:25,2025-07-03 10:48:25,857,Storm,Moderate,0.31,8,2,0,5,4.8,3,10.89,4,Standard,Highway,0
ORD_100120,Shadowfax,Tempo,Mumbai,Kolkata,2025-06-30 10:48:25,2025-06-30 22:48:25,2025-07-01 06:48:25,758,Rain,Light,0.16,10,0,0,0,4.7,8,44.13,7,Express,Highway,1
